"accession_number","status","artwork_title","artist","location","lat","lng"
"1998.18","Collection Status : On View","Meta I (Fish and Shoe)","Italo Scanga |","CD 2 : Pacific Beach : Pacific Beach / Taylor Branch Library : 4275 Cass Street : Music Section","32.794267","-117.24986399999999"
"1998.19","Collection Status : On View","Music I","Italo Scanga |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor","32.7089115","-117.1540811"
"1998.20","Collection Status : On View","Music III","Italo Scanga |","CD 3 : Downtown : Central Library : 330 Park Boulevard : 5th Floor, Armando de Peralta Jr. World Affairs Floor","32.7089115","-117.1540811"
"1998.21","Collection Status : On View","A Tree in Rome","Italo Scanga |","CD 2 : Pacific Beach : Pacific Beach / Taylor Branch Library : 4275 Cass Street : Hallway to Gallery","32.794267","-117.24986399999999"
"1998.22","Collection Status : On View","Red Bunting","Italo Scanga |","CD 2 : Pacific Beach : Pacific Beach / Taylor Branch Library : 4275 Cass Street : Hallway to Gallery","32.794267","-117.24986399999999"
"1998.23","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Point Loma Wastewater Treatment Plant Sludge Pumping Station","Richard Turner |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : near Administration Building","32.6794034","-117.2466679"
"1998.24.1","Collection Status : On View","[Art Entry Gates]","Stone Paper Scissors (Lynn Susholtz and Aida Mancillas) |","CD 3 : North Park : North Park Community Park : Elementary School : 4041 Oregon","32.752165000000005","-117.13438000000001"
"1998.24.2","Collection Status : On View","[Mural]","Stone Paper Scissors (Lynn Susholtz and Aida Mancillas) |","CD 3 : North Park : North Park Community Park : Recreation Center  : 4044 Idaho","32.752165000000005","-117.13438000000001"
"1998.24.4","Collection Status : On View","[Playground Sculptural Elements]","Stone Paper Scissors (Lynn Susholtz and Aida Mancillas) |","CD 3 : North Park : North Park Community Park : 4044 Idaho Street","32.752165000000005","-117.13438000000001"
"1998.3","Collection Status : On View","Swimmer Solstice","Robin Brailsford |","CD 2 : Pacific Beach : intersection of Grand Avenue and Ocean Boulevard","32.794303","-117.256079"
"1998.5.1","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Chemical Building]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street","32.841795","-117.15916340000001"
"1998.5.2","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Five Sculptures]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Administration Building","32.841795","-117.15916340000001"
"1998.5.3","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Waste to Worth","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.6a-c","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Dung Beetle and Drawings]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.6a","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Dung Beetle and Drawings]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.5","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Drawing of Animal Droppings after ""A Field Guide to Animal Tracks""]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.7","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Bacteria]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.6c","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Dung Beetle and Drawings]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.6b","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Dung Beetle and Drawings]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.8.a-b","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Photo of Discarded Toilets/Toilet Tile Mosaic]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.8a","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Photo of Discarded Toilets/Toilet Tile Mosaic]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.8b","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Photo of Discarded Toilets/Toilet Tile Mosaic]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.9b","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Toilet Diagram/Medieval Toilet Diagram/Rampant Lion/Dolphin]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.9a","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Toilet Diagram/Medieval Toilet Diagram/Rampant Lion/Dolphin]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.9d","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Toilet Diagram/Medieval Toilet Diagram/Rampant Lion/Dolphin]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.13a-e","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Five framed pages from 'Scatologic Rites of All Nations']","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.9c","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Toilet Diagram/Medieval Toilet Diagram/Rampant Lion/Dolphin]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.14","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Tree Ring]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.5.11a-e","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Group of Photographs Depicting Uses for Dung]","Richard Turner |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Main Hallway","32.841795","-117.15916340000001"
"1998.6.1","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Three Palms","Holly Weston |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Administration Building","32.841795","-117.15916340000001"
"1998.6.2","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Seaside","Holly Weston |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Administration Building","32.841795","-117.15916340000001"
"1998.6.3","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","405 Contours","Holly Weston |","CD 6 : Kearny Mesa : Metro Biosolids Center : 5240 Convoy Street : Administration Building","32.841795","-117.15916340000001"
"1998.7","Collection Status : On View","Peñasquitos Pump Station","Philip Matzigkeit | Alvaro Blancarte | Fe McQueen |","CD 5 : Miramar Ranch North : Penasquitos Wastewater Pump Station : 10150 Cara Way","32.944621000000005","-117.106081"
"1998.9","Collection Status : On View","Fossils Exposed","Doron Rosenthal |","CD 3 : Hillcrest : University Avenue : between 1st Avenue and Park Boulevard","32.7483084","-117.1486993"
"1999.1.10","Collection Status : On View","Arcadia (#4 of a 7-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.11","Collection Status : On View","Arcadia (#5 of a 7-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.12","Collection Status : On View","Arcadia (#6 of a 7-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.13","Collection Status : On View","Arcadia (#7 of a 7-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.1","Collection Status : On View","Utopia (#1 of a 6-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.2","Collection Status : On View","Utopia (#2 of a 6-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.3","Collection Status : On View","Utopia (#3 of a 6-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.4","Collection Status : On View","Utopia (#4 of a 6-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.5","Collection Status : On View","Utopia (#5 of a 6-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.6","Collection Status : On View","Utopia (#6 of a 6-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.7","Collection Status : On View","Arcadia (#1 of a 7-group panel)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.8","Collection Status : On View","Arcadia (#2 of a 7-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.1.9","Collection Status : On View","Arcadia (#3 of a 7-panel group)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.10","Collection Status : On View","Hot Air Balloons Ascending Torrey Pines","Paul Hobson |","CD 1 : Carmel Valley : Carmel Valley Recreation Center : 3777 Townsgate Drive","32.948663","-117.23400900000001"
"1999.1","Collection Status : On View","Utopia/Arcadia (13 panels)","Robin Brailsford |","CD 8 : Tijuana River Valley : Hollister Street Bridge","32.552813300000004","-117.08450520000001"
"1999.2.1-2","Collection Status : On View","Living Rooms/North Park Garden Gate","Anne Mudge |","CD 3 : North Park : Intersection of University Avenue and Boundary Street","32.748509000000006","-117.1231364"
"1999.3","Collection Status : On View","Dairy Mart Road Bridge/[8 Benches]","Ellen Phillips |","CD 8 : Tijuana River Valley : Dairy Mart Road and Monument Road","32.5485932","-117.0646959"
"1999.5","Collection Status : On View","Tree of Knowledge","Peter Brian Daly | Rosemary Boost |","CD 5 : Rancho Bernardo : Rancho Bernardo Branch Library : 17110 Bernardo Center","33.0249197","-117.07540870000001"
"2000.1.1.10","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Cornucopia Floor] (#10 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.1","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Two Swimmers Floor] (#1 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.2","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Toilet Floor] (#2 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.3","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Female Figure Floor] (#3 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.4","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Instrument Floor] (#4 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.5","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Male Figure Floor] (#5 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.6","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Dolphins Floor] (#6 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.7","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Lily Pad Floor] (#7 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.8","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Bridge Floor] (#8 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1.9","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Chalice Floor] (#9 of 10 floor designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.1","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","['10 Floor Designs']","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building","32.6794034","-117.2466679"
"2000.1.2.1","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Reclaimed Water (#1 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.2.2","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Application of Dried Solids (#2 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.2.3","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Recreational Use (#3 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.2.4","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Water Cycle (#4 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.2.5","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Outflow Pipe (#5 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.2.6","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Digesters (#6 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.2.7","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Filtration Mat (#7 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.2.8","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Screening Room (#8 of 8 mat designs)","Jean Lowe |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : throughout Plant","32.6794034","-117.2466679"
"2000.1.3","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Information Station No. 1","George Lewis |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building : Reception area","32.6794034","-117.2466679"
"2000.1.5.11","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Outflow Pipes] (#11 of 12 photographs)","James Skalman | Walter Cotten |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building : Reception area","32.6794034","-117.2466679"
"2000.1.5.12","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Outflow Pipes and Clouds] (#12 of 12 photographs)","James Skalman | Walter Cotten |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building : Reception area","32.6794034","-117.2466679"
"2000.1.5.2","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Coast] (#2 of 12 photographs)","James Skalman | Walter Cotten |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building : Reception area","32.6794034","-117.2466679"
"2000.1.5.3","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Night scene of Digester] (#3 of 12 photographs)","James Skalman | Walter Cotten |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : Maintenance Buidling : 1st Floor Conference Room","32.6794034","-117.2466679"
"2000.1.5.4","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Cliffs] (#4 of 12 photographs)","James Skalman | Walter Cotten |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building : Reception area","32.6794034","-117.2466679"
"2000.1.5.7","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Close-up Digester] (#7 of 12 photographs)","James Skalman | Walter Cotten |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building : Reception area","32.6794034","-117.2466679"
"2000.1.5.8","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","[Coast with Lights] (#8 of 12 photographs)","James Skalman | Walter Cotten |","CD 2 : Point Loma : Point Loma Wastewater Plant : 1902 Gatchell Road : North Operations Building : Reception area","32.6794034","-117.2466679"
"2000.15","Collection Status : On View","San Felipe","George Blais |","CD 3 : Downtown : Civic Center Plaza (CCP) : 1200 Third Avenue : 2nd Floor : Suite 200","32.7181791","-117.16254009999999"
"2000.16","Collection Status : On View","Progress of California","Hugo Ballin |","CD 1 : La Jolla : La Jolla Recreation Center : 615 Prospect Street : Auditorium","32.843371000000005","-117.27780800000001"
"2000.22","Collection Status : On View","Moonlight, Balboa Park","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 12th Floor : Committee Room","32.7169145","-117.16296899999999"
"2000.23","Collection Status : On View","Over San Diego From Marston Point","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 11th Floor, Office of the Mayor : Foyer","32.7169145","-117.16296899999999"
"2000.24","Collection Status : On View","Skyline","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 11th Floor, Office of the Mayor : Foyer","32.7169145","-117.16296899999999"
"2000.27","Collection Status : On View","California Tower, Balboa Park","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 11th Floor, Office of the Mayor : Foyer","32.7169145","-117.16296899999999"
"2000.29","Collection Status : On View","Poets' Glade","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 11th Floor, Office of the Mayor : Foyer","32.7169145","-117.16296899999999"
"2000.3","Collection Status : On View","Flight/Alight/Onward","Ellen Phillips | Mary Lynn Dominguez |","CD 3 : Mission Hills : Washington Street : Between Albatross and Dove Streets","32.749885","-117.16688799999999"
"2000.30","Collection Status : On View","Botanical Building","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 12th Floor : Committee Room","32.7169145","-117.16296899999999"
"2000.31","Collection Status : On View","Spanish Façade","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 12th Floor : Committee Room","32.7169145","-117.16296899999999"
"2000.32","Collection Status : On View","Park Shadows","Ivan Messenger |","CD 3 : Downtown : City Administration Building (CAB) : 202 C Street : 12th Floor : Committee Room","32.7169145","-117.16296899999999"
"2000.6","Collection Status : On View","Tribal Shields for Common Ground","Alber De Matteis |","CD 8 : Barrio Logan : Central Division : 2501 Imperial Avenue : Parking Garage F","32.706072600000006","-117.13986340000001"
"2000.7","Collection Status : On View","Ocean Motion","Barbara Grygutis |","CD 2 : Ocean Beach : Robb Field Skateboard Park : 2525 Bacon Street","32.756078","-117.236112"
"2000.8.1","Collection Status : On View","Vital Parts (#1 of 5 panels)","Joanne Hayakawa |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Outdoor Courtyard","32.779304700000004","-117.12689350000001"
"2000.8.2","Collection Status : On View","Vital Parts (#2 of 5 panels)","Joanne Hayakawa |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Outdoor Courtyard","32.779304700000004","-117.12689350000001"
"2000.8.3","Collection Status : On View","Vital Parts (#3 of 5 panels)","Joanne Hayakawa |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Outdoor Courtyard","32.779304700000004","-117.12689350000001"
"2000.8.4","Collection Status : On View","Vital Parts (#4 of 5 panels)","Joanne Hayakawa |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Outdoor Courtyard","32.779304700000004","-117.12689350000001"
"2000.8.5","Collection Status : On View","Vital Parts (#5 of 5 panels)","Joanne Hayakawa |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Outdoor Courtyard","32.779304700000004","-117.12689350000001"
"2000.8","Collection Status : On View","Vital Parts (5 panels)","Joanne Hayakawa |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Outdoor Courtyard","32.779304700000004","-117.12689350000001"
"2000.9","Collection Status : On View","Journey to Aztlan","Jamex de la Torre | Einar de la Torre |","CD 3 : Downtown : West Harbor Drive : Between First and Fifth Avenues","32.707885","-117.16275719999999"
"2001.2","Collection Status : On View","Watermarks","Stone Paper Scissors (Lynn Susholtz and Aida Mancillas) |","CD 7 : San Carlos : Deerfield Water Pump Station : Intersection of Mission Gorge Road and Deerfield Street","32.816513","-117.0627202"
"2001.5","Collection Status : On View","Plaza Piedras","Roberto Salas |","CD 8 : San Ysidro : Grove Avenue Pump Station : 2484 Grove Avenue","32.572903000000004","-117.08153700000001"
"2002.1","Collection Status : On View","Firefighters at 44","T.J. Dixon | James Nelson |","CD 6 : Mira Mesa : Fire Station 44 : 10011 Black Mountain Road, 92126","32.9015683","-117.12343770000001"
"2002.2.1.1","Collection Status : On View","[Two Cats Bench] (#1 of 6 benches)","Alber De Matteis |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.1.2","Collection Status : On View","[Cat and Fish Bowl Bench] (#2 of 6 benches)","Alber De Matteis |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.1.3","Collection Status : On View","[Dog with Spots Bench] (#3 of 6 benches)","Alber De Matteis |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.1.4","Collection Status : On View","[Dog Bench] (#4 of 6 benches)","Alber De Matteis |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.1.5","Collection Status : On View","[Dog and Cat Bench] (#5 of 6 benches)","Alber De Matteis |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.1.6","Collection Status : On View","[Cat Bench] (#6 of 6 benches)","Alber De Matteis |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.2","Collection Status : On View","The Bridge Fountain","Alber De Matteis | T.J. Dixon | James Nelson |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.3.2","Collection Status : On View","[Dog Sculpture]","T.J. Dixon | James Nelson |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.4","Collection Status : On View","[Fences]","Alber De Matteis |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.5.1","Collection Status : On View","[Cat Banner]","Stephanie and Ken Goldman |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.2.5.2","Collection Status : On View","[Dog Banner]","Stephanie and Ken Goldman |","CD 7 : Linda Vista : Animal Services Central Shelter : 5480 Gaines Street","32.765744","-117.193992"
"2002.3.1","Collection Status : On View","The Sycamore Leaf Canopy","Joyce Cutler Shaw |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway","32.779304700000004","-117.12689350000001"
"2002.3.2","Collection Status : On View","The Railing of Wild River Grasses","Joyce Cutler Shaw |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Reading Room","32.779304700000004","-117.12689350000001"
"2002.3.3","Collection Status : On View","The Sycamore Leaf Cascade","Joyce Cutler Shaw |","CD 7 : Mission Valley : Mission Valley Branch Library : 2123 Fenton Parkway : Children's Room","32.779304700000004","-117.12689350000001"
"2002.5.1","Collection Status : On View","Oceanlife","Kim Emerson |","CD 2 : Pacific Beach : Grand Avenue median : between Haines and Gresham Streets","32.797243","-117.24316200000001"
"2002.5.2","Collection Status : On View","Sun","Kim Emerson |","CD 2 : Pacific Beach : Grand Avenue median : between Gresham and Fanuel Streets","32.797243","-117.24316200000001"
"2002.5.3","Collection Status : On View","Waves","Kim Emerson |","CD 2 : Pacific Beach : Grand Avenue median : between Fanuel and Everts Streets","32.797243","-117.24316200000001"
"2003.1","Collection Status : On View","Crab Carillon","Roman de Salvo | Joseph Waters |","CD 3 : Golden Hill : 25th Street Overpass : Corner of F and 25th Streets","32.713318","-117.140157"
"2003.3.1","Collection Status : On View","Storytime/[Woman Reading]","Madeline Wiener |","CD 1 : La Jolla : Doyle Park Recreation Center : 8175 Regents Road","32.864659","-117.220771"
"2003.3.2","Collection Status : On View","Storytime/[Child Sitting]","Madeline Wiener |","CD 1 : La Jolla : Doyle Park Recreation Center : 8175 Regents Road","32.864659","-117.220771"
"2003.3.3","Collection Status : On View","Storytime/[Child Lying on Stomach]","Madeline Wiener |","CD 1 : La Jolla : Doyle Park Recreation Center : 8175 Regents Road","32.864659","-117.220771"
"2003.3","Collection Status : On View","Storytime","Madeline Wiener |","CD 1 : La Jolla : Doyle Park Recreation Center : 8175 Regents Road","32.864659","-117.220771"
"2003.4","Collection Status : On View","Green Flash","Malcolm Jones |","CD 2 : Mission Beach : West end of Ventura Place","32.7719128","-117.2529261"
"2003.5","Collection Status : Public Tours Available / Contact the Commission for Arts and Culture","Water Sense","Nobuho Nagasawa |","CD 1 : La Jolla : North City Water Reclamation Plant : 4949 Eastgate Mall","32.8800261","-117.19843449999999"
"2004.1","Collection Status : On View","Pump Station 4","Teddy Cruz | Marcos Ramirez ""ERRE"" |","CD 2 : Point Loma : Pump Station 4 : 2799 Carleton Street","32.721821999999996","-117.22831799999999"
"2004.4","Collection Status : On View","Micro-Macro","Nobuho Nagasawa |","CD 2 : Point Loma : Environmental Monitoring and Technical Services Laboratory : 2392 Kincaid Road","32.731512","-117.2120815"
